Molecule1_KEGG,Molecule2_KEGG,Morgan_Tanimoto_Similarity
C01159,C00459,0.1487
C00197,C00459,0.1194
C00631,C00459,0.1024
C00074,C00459,0.0882
C00022,C00459,0.0206
C00345,C00459,0.1979
C00199,C00459,0.1894
C00117,C00459,0.2663
C00279,C00459,0.1443
C04442,C00459,0.1991
C00227,C00459,0.0522
C00010,C00459,0.5734
C00158,C00459,0.1099
C00451,C00459,0.1119
C00026,C00459,0.0531
C00042,C00459,0.0281
C00122,C00459,0.0205
C00149,C00459,0.0497
C00036,C00459,0.0477
C00048,C00459,0.0113
C00003,C00459,0.5884
C00006,C00459,0.5826
C00020,C00459,0.5552
C00008,C00459,0.5928
C00002,C00459,0.6119
C00144,C00459,0.5746
C00035,C00459,0.6072
C00044,C00459,0.6232
C00055,C00459,0.6604
C00112,C00459,0.7118
C00063,C00459,0.742
C00105,C00459,0.7374
C00015,C00459,0.7921
C00075,C00459,0.8212
C00130,C00459,0.5818
C00575,C00459,0.5497
C00942,C00459,0.5626
C00119,C00459,0.3855
C00166,C00459,0.0886
C00352,C00459,0.2967
C03878,C00459,0.2523
C00864,C00459,0.1234
C00155,C00459,0.0442
C00037,C00459,0.0132
C00065,C00459,0.0317
C00073,C00459,0.0576
C00049,C00459,0.0493
C00169,C00459,0.0463
C00051,C00459,0.168
C00127,C00459,0.2011
C00004,C00459,0.5654
C00005,C00459,0.5579
C00016,C00459,0.5634
C00043,C00459,0.6501
C00118,C00459,0.0916
C00315,C00459,0.0233
C01228,C00459,0.5908
C00417,C00459,0.0836
C00024,C00459,0.5718
C00364,C00459,0.9023
C00092,C00103,0.7743
C05345,C00103,0.617
C00354,C00103,0.5962
C00111,C00103,0.1385
C00029,C00103,0.4386
C01159,C00103,0.205
C00197,C00103,0.1927
C00631,C00103,0.1564
C00074,C00103,0.1337
C00022,C00103,0.0384
C00345,C00103,0.3709
C00199,C00103,0.3209
C00117,C00103,0.5986
C00279,C00103,0.2648
C04442,C00103,0.335
C00227,C00103,0.0859
C00010,C00103,0.2914
C00158,C00103,0.1332
C00451,C00103,0.1278
C00026,C00103,0.0662
C00042,C00103,0.0399
C00122,C00103,0.0268
C00149,C00103,0.0728
C00036,C00103,0.0688
C00048,C00103,0.0222
C00003,C00103,0.2944
C00006,C00103,0.2882
C00020,C00103,0.3058
C00008,C00103,0.3024
C00002,C00103,0.3012
C00144,C00103,0.3008
C00035,C00103,0.2981
C00044,C00103,0.2969
C00055,C00103,0.3275
C00112,C00103,0.3235
C00063,C00103,0.3202
C00105,C00103,0.3354
C00015,C00103,0.3308
C00075,C00103,0.3259
C00130,C00103,0.3073
C00575,C00103,0.3017
C00942,C00103,0.2971
C00119,C00103,0.6647
C00166,C00103,0.0812
C00352,C00103,0.5884
C03878,C00103,0.3791
C00864,C00103,0.1223
C00155,C00103,0.0551
C00037,C00103,0.0146
C00065,C00103,0.0337
C00073,C00103,0.062
C00049,C00103,0.0538
C00169,C00103,0.0705
C00051,C00103,0.1217
C00127,C00103,0.1364
C00004,C00103,0.2902
C00005,C00103,0.2842
C00016,C00103,0.2734
C00043,C00103,0.3627
C00118,C00103,0.1577
C00315,C00103,0.0305
C01228,C00103,0.2931
C00417,C00103,0.0823
C00024,C00103,0.2905
C00364,C00103,0.3147
C00459,C00103,0.3086
C00092,C00446,0.7743
C05345,C00446,0.617
C00354,C00446,0.5962
C00111,C00446,0.1385
C00029,C00446,0.4386
C01159,C00446,0.205
C00197,C00446,0.1927
C00631,C00446,0.1564
C00074,C00446,0.1337
C00022,C00446,0.0384
C00345,C00446,0.3709
C00199,C00446,0.3209
C00117,C00446,0.5986
C00279,C00446,0.2648
C04442,C00446,0.335
C00227,C00446,0.0859
C00010,C00446,0.2914
C00158,C00446,0.1332
C00451,C00446,0.1278
C00026,C00446,0.0662
C00042,C00446,0.0399
C00122,C00446,0.0268
C00149,C00446,0.0728
C00036,C00446,0.0688
C00048,C00446,0.0222
C00003,C00446,0.2944
C00006,C00446,0.2882
C00020,C00446,0.3058
C00008,C00446,0.3024
C00002,C00446,0.3012
C00144,C00446,0.3008
C00035,C00446,0.2981
C00044,C00446,0.2969
C00055,C00446,0.3275
C00112,C00446,0.3235
C00063,C00446,0.3202
C00105,C00446,0.3354
C00015,C00446,0.3308
C00075,C00446,0.3259
C00130,C00446,0.3073
C00575,C00446,0.3017
C00942,C00446,0.2971
C00119,C00446,0.6647
C00166,C00446,0.0812
C00352,C00446,0.5884
C03878,C00446,0.3791
C00864,C00446,0.1223
C00155,C00446,0.0551
C00037,C00446,0.0146
C00065,C00446,0.0337
C00073,C00446,0.062
C00049,C00446,0.0538
C00169,C00446,0.0705
C00051,C00446,0.1217
C00127,C00446,0.1364
C00004,C00446,0.2902
C00005,C00446,0.2842
C00016,C00446,0.2734
C00043,C00446,0.3627
C00118,C00446,0.1577
C00315,C00446,0.0305
C01228,C00446,0.2931
C00417,C00446,0.0823
C00024,C00446,0.2905
C00364,C00446,0.3147
C00459,C00446,0.3086
C00103,C00446,1
C00092,C01094,0.7159
C05345,C01094,0.9313
C00354,C01094,0.9812
C00111,C01094,0.1531
C00029,C01094,0.3323
C01159,C01094,0.2222
C00197,C01094,0.2155
C00631,C01094,0.1697
C00074,C01094,0.1382
C00022,C01094,0.0347
C00345,C01094,0.4099
C00199,C01094,0.3503
C00117,C01094,0.7479
C00279,C01094,0.292
C04442,C01094,0.3547
C00227,C01094,0.0986
C00010,C01094,0.2698
C00158,C01094,0.1279
C00451,C01094,0.1258
C00026,C01094,0.0578
C00042,C01094,0.0427
C00122,C01094,0.0301
C00149,C01094,0.0772
C00036,C01094,0.0667
C00048,C01094,0.0208
C00003,C01094,0.27
C00006,C01094,0.263
C00020,C01094,0.2894
C00008,C01094,0.2855
C00002,C01094,0.2835
C00144,C01094,0.287
C00035,C01094,0.2856
C00044,C01094,0.2827
C00055,C01094,0.3227
C00112,C01094,0.3154
C00063,C01094,0.3089
C00105,C01094,0.3272
C00015,C01094,0.3194
C00075,C01094,0.3135
C00130,C01094,0.2929
C00575,C01094,0.2821
C00942,C01094,0.2792
C00119,C01094,0.5333
C00166,C01094,0.0769
C00352,C01094,0.5413
C03878,C01094,0.3228
C00864,C01094,0.1113
C00155,C01094,0.0474
C00037,C01094,0.0164
C00065,C01094,0.0357
C00073,C01094,0.0533
C00049,C01094,0.052
C00169,C01094,0.0769
C00051,C01094,0.105
C00127,C01094,0.1176
C00004,C01094,0.2637
C00005,C01094,0.2594
C00016,C01094,0.2503
C00043,C01094,0.288
C00118,C01094,0.1747
C00315,C01094,0.026
C01228,C01094,0.28
C00417,C01094,0.0781
C00024,C01094,0.2674
C00364,C01094,0.3058
C00459,C01094,0.2946
C00103,C01094,0.587
C00446,C01094,0.587
C00092,C00116,0.046
C05345,C00116,0.0439
C00354,C00116,0.0417
C00111,C00116,0.1026
C00029,C00116,0.0165
C01159,C00116,0.082
C00197,C00116,0.129
C00631,C00116,0.1227
C00074,C00116,0.0542
C00022,C00116,0.2174
C00345,C00116,0.0676
C00199,C00116,0.0813
C00117,C00116,0.0543
C00279,C00116,0.1143
C04442,C00116,0.0692
C00227,C00116,0.0674
C00010,C00116,0.0146
C00158,C00116,0.0857
C00451,C00116,0.0818
C00026,C00116,0.1048
C00042,C00116,0.1923
C00122,C00116,0.1053
C00149,C00116,0.2022
C00036,C00116,0.101
C00048,C00116,0.1765
C00003,C00116,0.0148
C00006,C00116,0.014
C00020,C00116,0.0175
C00008,C00116,0.0167
C00002,C00116,0.0164
C00144,C00116,0.0165
C00035,C00116,0.0158
C00044,C00116,0.0156
C00055,C00116,0.0204
C00112,C00116,0.0192
C00063,C00116,0.0185
C00105,C00116,0.0205
C00015,C00116,0.0192
C00075,C00116,0.0186
C00130,C00116,0.0175
C00575,C00116,0.0163
C00942,C00116,0.0155
C00119,C00116,0.0328
C00166,C00116,0.0508
C00352,C00116,0.0372
C03878,C00116,0.0348
C00864,C00116,0.0551
C00155,C00116,0.1099
C00037,C00116,0.1579
C00065,C00116,0.2034
C00073,C00116,0.0893
C00049,C00116,0.0952
C00169,C00116,0.0215
C00051,C00116,0.0262
C00127,C00116,0.0239
C00004,C00116,0.0137
C00005,C00116,0.0132
C00016,C00116,0.0121
C00043,C00116,0.0143
C00118,C00116,0.1356
C00315,C00116,0.0877
C01228,C00116,0.0151
C00417,C00116,0.0532
C00024,C00116,0.0144
C00364,C00116,0.021
C00459,C00116,0.019
C00103,C00116,0.0376
C00446,C00116,0.0376
C01094,C00116,0.0425
C00092,C00093,0.2391
C05345,C00093,0.2281
C00354,C00093,0.2167
C00111,C00093,0.5
C00029,C00093,0.0857
C01159,C00093,0.4262
C00197,C00093,0.671
C00631,C00093,0.3485
C00074,C00093,0.295
C00022,C00093,0.0938
C00345,C00093,0.3514
C00199,C00093,0.4228
C00117,C00093,0.2826
C00279,C00093,0.5943
C04442,C00093,0.3599
C00227,C00093,0.3259
C00010,C00093,0.076
C00158,C00093,0.0871
C00451,C00093,0.0842
C00026,C00093,0.0695
C00042,C00093,0.0815
C00122,C00093,0.0576
C00149,C00093,0.117
C00036,C00093,0.0904
C00048,C00093,0.0598
C00003,C00093,0.0768
C00006,C00093,0.0729
C00020,C00093,0.0911
C00008,C00093,0.087
C00002,C00093,0.0851
C00144,C00093,0.0856
C00035,C00093,0.0824
C00044,C00093,0.0809
C00055,C00093,0.1061
C00112,C00093,0.0997
C00063,C00093,0.0963
C00105,C00093,0.1064
C00015,C00093,0.0999
C00075,C00093,0.0967
C00130,C00093,0.0912
C00575,C00093,0.085
C00942,C00093,0.0804
C00119,C00093,0.1705
C00166,C00093,0.0818
C00352,C00093,0.1937
C03878,C00093,0.0594
C00864,C00093,0.0634
C00155,C00093,0.0882
C00037,C00093,0.0579
C00065,C00093,0.0993
C00073,C00093,0.0899
C00049,C00093,0.0699
C00169,C00093,0.1854
C00051,C00093,0.0532
C00127,C00093,0.0531
C00004,C00093,0.0712
C00005,C00093,0.0686
C00016,C00093,0.0628
C00043,C00093,0.0741
C00118,C00093,0.6391
C00315,C00093,0.0355
C01228,C00093,0.0787
C00417,C00093,0.0602
C00024,C00093,0.075
C00364,C00093,0.1094
C00459,C00093,0.0987
C00103,C00093,0.1955
C00446,C00093,0.1955
C01094,C00093,0.2208
C00116,C00093,0.1923
C00092,C00152,0.0479
C05345,C00152,0.0441
C00354,C00152,0.0423
C00111,C00152,0.078
C00029,C00152,0.0524
C01159,C00152,0.0887
C00197,C00152,0.1033
C00631,C00152,0.1
C00074,C00152,0.0766
C00022,C00152,0.1746
C00345,C00152,0.1027
C00199,C00152,0.0915
C00117,C00152,0.0458
C00279,C00152,0.1038
C04442,C00152,0.1201
C00227,C00152,0.0872
C00010,C00152,0.067
C00158,C00152,0.147
C00451,C00152,0.1458
C00026,C00152,0.2381
C00042,C00152,0.3051
C00122,C00152,0.1151
C00149,C00152,0.2284
C00036,C00152,0.2256
C00048,C00152,0.1186
C00003,C00152,0.0539
C00006,C00152,0.0527
C00020,C00152,0.0494
C00008,C00152,0.0515
C00002,C00152,0.0529
C00144,C00152,0.0532
C00035,C00152,0.0537
C00044,C00152,0.0551
C00055,C00152,0.052
C00112,C00152,0.0529
C00063,C00152,0.0539
C00105,C00152,0.0542
C00015,C00152,0.0568
C00075,C00152,0.0579
C00130,C00152,0.0548
C00575,C00152,0.0511
C00942,C00152,0.0548
C00119,C00152,0.0479
C00166,C00152,0.1157
C00352,C00152,0.0745
C03878,C00152,0.0872
C00864,C00152,0.2081
C00155,C00152,0.4296
C00037,C00152,0.2143
C00065,C00152,0.3145
C00073,C00152,0.3718
C00049,C00152,0.5448
C00169,C00152,0.0625
C00051,C00152,0.1955
C00127,C00152,0.168
C00004,C00152,0.0586
C00005,C00152,0.0572
C00016,C00152,0.0561
C00043,C00152,0.0617
C00118,C00152,0.0813
C00315,C00152,0.1241
C01228,C00152,0.056
C00417,C00152,0.1647
C00024,C00152,0.0661
C00364,C00152,0.0525
C00459,C00152,0.0562
C00103,C00152,0.0506
C00446,C00152,0.0506
C01094,C00152,0.0429
C00116,C00152,0.082
C00093,C00152,0.064
C00092,C00135,0.0868
C05345,C00135,0.0906
C00354,C00135,0.0906
C00111,C00135,0.087
C00029,C00135,0.1247
C01159,C00135,0.1111
C00197,C00135,0.105
C00631,C00135,0.0916
C00074,C00135,0.0823
C00022,C00135,0.0786
C00345,C00135,0.0977
C00199,C00135,0.0847
C00117,C00135,0.0875
C00279,C00135,0.0916
C04442,C00135,0.11
C00227,C00135,0.069
C00010,C00135,0.1307
C00158,C00135,0.0947
C00451,C00135,0.095
C00026,C00135,0.0838
C00042,C00135,0.0845
C00122,C00135,0.0729
C00149,C00135,0.0828
C00036,C00135,0.0923
C00048,C00135,0.0515
C00003,C00135,0.1258
C00006,C00135,0.1265
C00020,C00135,0.1264
C00008,C00135,0.1273
C00002,C00135,0.1264
C00144,C00135,0.1288
C00035,C00135,0.1277
C00044,C00135,0.128
C00055,C00135,0.1358
C00112,C00135,0.1324
C00063,C00135,0.1311
C00105,C00135,0.1331
C00015,C00135,0.1326
C00075,C00135,0.1316
C00130,C00135,0.1311
C00575,C00135,0.1254
C00942,C00135,0.1273
C00119,C00135,0.1047
C00166,C00135,0.1675
C00352,C00135,0.1015
C03878,C00135,0.1096
C00864,C00135,0.1078
C00155,C00135,0.1377
C00037,C00135,0.0902
C00065,C00135,0.1444
C00073,C00135,0.1358
C00049,C00135,0.1388
C00169,C00135,0.0492
C00051,C00135,0.1416
C00127,C00135,0.1363
C00004,C00135,0.1281
C00005,C00135,0.1294
C00016,C00135,0.1305
C00043,C00135,0.1254
C00118,C00135,0.0857
C00315,C00135,0.0441
C01228,C00135,0.1271
C00417,C00135,0.1128
C00024,C00135,0.1299
C00364,C00135,0.1417
C00459,C00135,0.1389
C00103,C00135,0.0962
C00446,C00135,0.0962
C01094,C00135,0.0919
C00116,C00135,0.04
C00093,C00135,0.0756
C00152,C00135,0.1386
C00092,C00079,0.0611
C05345,C00079,0.0713
C00354,C00079,0.0703
C00111,C00079,0.0873
C00029,C00079,0.0884
C01159,C00079,0.1015
C00197,C00079,0.1022
C00631,C00079,0.0997
C00074,C00079,0.0781
C00022,C00079,0.1133
C00345,C00079,0.0728
C00199,C00079,0.0739
C00117,C00079,0.0649
C00279,C00079,0.0767
C04442,C00079,0.0886
C00227,C00079,0.0772
C00010,C00079,0.0879
C00158,C00079,0.0845
C00451,C00079,0.0822
C00026,C00079,0.1
C00042,C00079,0.11
C00122,C00079,0.0787
C00149,C00079,0.0992
C00036,C00079,0.1071
C00048,C00079,0.0714
C00003,C00079,0.0919
C00006,C00079,0.0934
C00020,C00079,0.0794
C00008,C00079,0.0812
C00002,C00079,0.082
C00144,C00079,0.0883
C00035,C00079,0.0885
C00044,C00079,0.0894
C00055,C00079,0.0894
C00112,C00079,0.0883
C00063,C00079,0.0883
C00105,C00079,0.0917
C00015,C00079,0.0923
C00075,C00079,0.0924
C00130,C00079,0.0902
C00575,C00079,0.0827
C00942,C00079,0.0904
C00119,C00079,0.071
C00166,C00079,0.5325
C00352,C00079,0.0754
C03878,C00079,0.0776
C00864,C00079,0.1089
C00155,C00079,0.1732
C00037,C00079,0.1263
C00065,C00079,0.199
C00073,C00079,0.168
C00049,C00079,0.1777
C00169,C00079,0.06
C00051,C00079,0.1175
C00127,C00079,0.1167
C00004,C00079,0.087
C00005,C00079,0.0881
C00016,C00079,0.0929
C00043,C00079,0.0926
C00118,C00079,0.0896
C00315,C00079,0.0498
C01228,C00079,0.0886
C00417,C00079,0.1018
C00024,C00079,0.0883
C00364,C00079,0.0929
C00459,C00079,0.0941
C00103,C00079,0.0649
C00446,C00079,0.0649
C01094,C00079,0.0713
C00116,C00079,0.05
C00093,C00079,0.0691
C00152,C00079,0.189
C00135,C00079,0.2737
C00092,C00123,0.0621
C05345,C00123,0.0535
C00354,C00123,0.0512
C00111,C00123,0.0909
C00029,C00123,0.0523
C01159,C00123,0.0971
C00197,C00123,0.1062
C00631,C00123,0.1121
C00074,C00123,0.0776
C00022,C00123,0.213
C00345,C00123,0.1236
C00199,C00123,0.1036
C00117,C00123,0.0619
C00279,C00123,0.1111
C04442,C00123,0.1429
C00227,C00123,0.0897
C00010,C00123,0.0548
C00158,C00123,0.1836
C00451,C00123,0.1723
C00026,C00123,0.2649
C00042,C00123,0.2804
C00122,C00123,0.1311
C00149,C00123,0.2133
C00036,C00123,0.2105
C00048,C00123,0.1386
C00003,C00123,0.0432
C00006,C00123,0.0454
C00020,C00123,0.0421
C00008,C00123,0.0428
C00002,C00123,0.0419
C00144,C00123,0.0472
C00035,C00123,0.0463
C00044,C00123,0.0455
C00055,C00123,0.0519
C00112,C00123,0.0498
C00063,C00123,0.0482
C00105,C00123,0.051
C00015,C00123,0.0509
C00075,C00123,0.0493
C00130,C00123,0.0475
C00575,C00123,0.0435
C00942,C00123,0.0483
C00119,C00123,0.0538
C00166,C00123,0.1146
C00352,C00123,0.0897
C03878,C00123,0.0896
C00864,C00123,0.1747
C00155,C00123,0.5043
C00037,C00123,0.2526
C00065,C00123,0.3645
C00073,C00123,0.4275
C00049,C00123,0.4286
C00169,C00123,0.0559
C00051,C00123,0.1949
C00127,C00123,0.1642
C00004,C00123,0.0457
C00005,C00123,0.0461
C00016,C00123,0.0472
C00043,C00123,0.0557
C00118,C00123,0.0885
C00315,C00123,0.123
C01228,C00123,0.0473
C00417,C00123,0.1568
C00024,C00123,0.0541
C00364,C00123,0.0481
C00459,C00123,0.0464
C00103,C00123,0.0627
C00446,C00123,0.0627
C01094,C00123,0.052
C00116,C00123,0.0952
C00093,C00123,0.0642
C00152,C00123,0.4082
C00135,C00123,0.146
C00079,C00123,0.1777
C00092,C00263,0.0496
C05345,C00263,0.0475
C00354,C00263,0.0454
C00111,C00263,0.0964
C00029,C00263,0.0388
C01159,C00263,0.0893
C00197,C00263,0.1122
C00631,C00263,0.1185
C00074,C00263,0.0806
C00022,C00263,0.2529
C00345,C00263,0.1216
C00199,C00263,0.1038
C00117,C00263,0.0525
C00279,C00263,0.1171
C04442,C00263,0.1313
C00227,C00263,0.1045
C00010,C00263,0.0434
C00158,C00263,0.1516
C00451,C00263,0.1548
C00026,C00263,0.2519
C00042,C00263,0.4557
C00122,C00263,0.16
C00149,C00263,0.3008
C00036,C00263,0.296
C00048,C00263,0.1772
C00003,C00263,0.0363
C00006,C00263,0.0359
C00020,C00263,0.0358
C00008,C00263,0.0359
C00002,C00263,0.0352
C00144,C00263,0.0412
C00035,C00263,0.0397
C00044,C00263,0.039
C00055,C00263,0.0426
C00112,C00263,0.041
C00063,C00263,0.0397
C00105,C00263,0.0417
C00015,C00263,0.0421
C00075,C00263,0.0408
C00130,C00263,0.0385
C00575,C00263,0.0359
C00942,C00263,0.0412
C00119,C00263,0.0443
C00166,C00263,0.1064
C00352,C00263,0.0758
C03878,C00263,0.0819
C00864,C00263,0.1715
C00155,C00263,0.5876
C00037,C00263,0.3288
C00065,C00263,0.4588
C00073,C00263,0.4831
C00049,C00263,0.7684
C00169,C00263,0.0647
C00051,C00263,0.1532
C00127,C00263,0.1293
C00004,C00263,0.0386
C00005,C00263,0.0379
C00016,C00263,0.0372
C00043,C00263,0.0468
C00118,C00263,0.0936
C00315,C00263,0.1275
C01228,C00263,0.0403
C00417,C00263,0.1784
C00024,C00263,0.0429
C00364,C00263,0.0375
C00459,C00263,0.0368
C00103,C00263,0.0485
C00446,C00263,0.0485
C01094,C00263,0.0462
C00116,C00263,0.1205
C00093,C00263,0.0727
C00152,C00263,0.4919
C00135,C00263,0.1376
C00079,C00263,0.1794
C00123,C00263,0.5135
C00092,C00097,0.0398
C05345,C00097,0.034
C00354,C00097,0.0324
C00111,C00097,0.1039
C00029,C00097,0.0349
C01159,C00097,0.0932
C00197,C00097,0.1368
C00631,C00097,0.12
C00074,C00097,0.08
C00022,C00097,0.2933
C00345,C00097,0.0818
C00199,C00097,0.0734
C00117,C00097,0.0387
C00279,C00097,0.0926
C04442,C00097,0.087
C00227,C00097,0.124
C00010,C00097,0.0377
C00158,C00097,0.098
C00451,C00097,0.0941
C00026,C00097,0.1716
C00042,C00097,0.2716
C00122,C00097,0.1685
C00149,C00097,0.1935
C00036,C00097,0.1905
C00048,C00097,0.209
C00003,C00097,0.0298
C00006,C00097,0.0305
C00020,C00097,0.0291
C00008,C00097,0.0304
C00002,C00097,0.0297
C00144,C00097,0.0332
C00035,C00097,0.032
C00044,C00097,0.0314
C00055,C00097,0.0369
C00112,C00097,0.0356
C00063,C00097,0.0354
C00105,C00097,0.038
C00015,C00097,0.0386
C00075,C00097,0.0384
C00130,C00097,0.0327
C00575,C00097,0.0296
C00942,C00097,0.0336
C00119,C00097,0.0323
C00166,C00097,0.1022
C00352,C00097,0.051
C03878,C00097,0.0601
C00864,C00097,0.1277
C00155,C00097,0.4639
C00037,C00097,0.3934
C00065,C00097,0.5556
C00073,C00097,0.3814
C00049,C00097,0.3333
C00169,C00097,0.0794
C00051,C00097,0.1459
C00127,C00097,0.1228
C00004,C00097,0.0319
C00005,C00097,0.0321
C00016,C00097,0.0294
C00043,C00097,0.0376
C00118,C00097,0.1218
C00315,C00097,0.1075
C01228,C00097,0.0329
C00417,C00097,0.1168
C00024,C00097,0.0372
C00364,C00097,0.0369
C00459,C00097,0.0372
C00103,C00097,0.0367
C00446,C00097,0.0367
C01094,C00097,0.033
C00116,C00097,0.1571
C00093,C00097,0.0927
C00152,C00097,0.291
C00135,C00097,0.1474
C00079,C00097,0.184
C00123,C00097,0.3448
C00263,C00097,0.4105
C00092,C00493,0.1976
C05345,C00493,0.1915
C00354,C00493,0.1901
C00111,C00493,0.0734
C00029,C00493,0.1927
C01159,C00493,0.1335
C00197,C00493,0.1102
C00631,C00493,0.1202
C00074,C00493,0.115
C00022,C00493,0.0647
C00345,C00493,0.2919
C00199,C00493,0.1816
C00117,C00493,0.1764
C00279,C00493,0.141
C04442,C00493,0.2681
C00227,C00493,0.0637
C00010,C00493,0.1844
C00158,C00493,0.2038
C00451,C00493,0.2122
C00026,C00493,0.1375
C00042,C00493,0.1047
C00122,C00493,0.1105
C00149,C00493,0.1495
C00036,C00493,0.1144
C00048,C00493,0.0384
C00003,C00493,0.1781
C00006,C00493,0.179
C00020,C00493,0.1856
C00008,C00493,0.1835
C00002,C00493,0.1834
C00144,C00493,0.1852
C00035,C00493,0.1815
C00044,C00493,0.1819
C00055,C00493,0.1945
C00112,C00493,0.1952
C00063,C00493,0.1942
C00105,C00493,0.1907
C00015,C00493,0.1925
C00075,C00493,0.191
C00130,C00493,0.1812
C00575,C00493,0.1867
C00942,C00493,0.1859
C00119,C00493,0.1846
C00166,C00493,0.0791
C00352,C00493,0.2059
C03878,C00493,0.1977
C00864,C00493,0.1283
C00155,C00493,0.0891
C00037,C00493,0.0436
C00065,C00493,0.0733
C00073,C00493,0.0873
C00049,C00493,0.121
C00169,C00493,0.0483
C00051,C00493,0.1496
C00127,C00493,0.1571
C00004,C00493,0.1928
C00005,C00493,0.1914
C00016,C00493,0.1762
C00043,C00493,0.1889
C00118,C00493,0.075
C00315,C00493,0.0282
C01228,C00493,0.1806
C00417,C00493,0.3561
C00024,C00493,0.1845
C00364,C00493,0.177
C00459,C00493,0.1785
C00103,C00493,0.2008
C00446,C00493,0.2008
C01094,C00493,0.1925
C00116,C00493,0.0557
C00093,C00493,0.0793
C00152,C00493,0.1005
C00135,C00493,0.1101
C00079,C00493,0.0786
C00123,C00493,0.1238
C00263,C00493,0.1077
C00097,C00493,0.0714
C00092,C00077,0.0606
C05345,C00077,0.0541
C00354,C00077,0.0517
C00111,C00077,0.0934
C00029,C00077,0.0517
C01159,C00077,0.0951
C00197,C00077,0.1086
C00631,C00077,0.1195
C00074,C00077,0.0793
C00022,C00077,0.2115
C00345,C00077,0.1221
C00199,C00077,0.0945
C00117,C00077,0.0626
C00279,C00077,0.1042
C04442,C00077,0.128
C00227,C00077,0.0927
C00010,C00077,0.0512
C00158,C00077,0.155
C00451,C00077,0.1536
C00026,C00077,0.2653
C00042,C00077,0.2941
C00122,C00077,0.1368
C00149,C00077,0.2123
C00036,C00077,0.2177
C00048,C00077,0.1458
C00003,C00077,0.0426
C00006,C00077,0.0434
C00020,C00077,0.0405
C00008,C00077,0.0422
C00002,C00077,0.0413
C00144,C00077,0.0465
C00035,C00077,0.0473
C00044,C00077,0.0464
C00055,C00077,0.0521
C00112,C00077,0.051
C00063,C00077,0.0493
C00105,C00077,0.0502
C00015,C00077,0.0521
C00075,C00077,0.0505
C00130,C00077,0.0459
C00575,C00077,0.042
C00942,C00077,0.0477
C00119,C00077,0.059
C00166,C00077,0.108
C00352,C00077,0.0923
C03878,C00077,0.0939
C00864,C00077,0.1536
C00155,C00077,0.5405
C00037,C00077,0.2667
C00065,C00077,0.3824
C00073,C00077,0.4545
C00049,C00077,0.4453
C00169,C00077,0.0577
C00051,C00077,0.2426
C00127,C00077,0.1996
C00004,C00077,0.0459
C00005,C00077,0.0456
C00016,C00077,0.0455
C00043,C00077,0.0566
C00118,C00077,0.0851
C00315,C00077,0.1478
C01228,C00077,0.0483
C00417,C00077,0.1552
C00024,C00077,0.0505
C00364,C00077,0.0494
C00459,C00077,0.0495
C00103,C00077,0.0632
C00446,C00077,0.0632
C01094,C00077,0.0525
C00116,C00077,0.1
C00093,C00077,0.0718
C00152,C00077,0.4225
C00135,C00077,0.1447
C00079,C00077,0.1715
C00123,C00077,0.6818
C00263,C00077,0.5377
C00097,C00077,0.3727
C00493,C00077,0.1197
C00092,C02291,0.0855
C05345,C02291,0.0729
C00354,C02291,0.07
C00111,C02291,0.084
C00029,C02291,0.0852
C01159,C02291,0.1093
C00197,C02291,0.1201
C00631,C02291,0.1168
C00074,C02291,0.0893
C00022,C02291,0.1314
C00345,C02291,0.1309
C00199,C02291,0.1178
C00117,C02291,0.0794
C00279,C02291,0.1196
C04442,C02291,0.136
C00227,C02291,0.0822
C00010,C02291,0.0912
C00158,C02291,0.1315
C00451,C02291,0.1377
C00026,C02291,0.1622
C00042,C02291,0.1792
C00122,C02291,0.0904
C00149,C02291,0.169
C00036,C02291,0.1729
C00048,C02291,0.0833
C00003,C02291,0.0852
C00006,C02291,0.0854
C00020,C02291,0.084
C00008,C02291,0.0847
C00002,C02291,0.0838
C00144,C02291,0.086
C00035,C02291,0.0845
C00044,C02291,0.0847
C00055,C02291,0.0876
C00112,C02291,0.0856
C00063,C02291,0.0866
C00105,C02291,0.091
C00015,C02291,0.0907
C00075,C02291,0.0918
C00130,C02291,0.0859
C00575,C02291,0.082
C00942,C02291,0.0842
C00119,C02291,0.0767
C00166,C02291,0.1115
C00352,C02291,0.0991
C03878,C02291,0.1168
C00864,C02291,0.1582
C00155,C02291,0.5
C00037,C02291,0.1481
C00065,C02291,0.2312
C00073,C02291,0.6296
C00049,C02291,0.2915
C00169,C02291,0.058
C00051,C02291,0.2059
C00127,C02291,0.1766
C00004,C02291,0.0842
C00005,C02291,0.0847
C00016,C02291,0.0827
C00043,C02291,0.0929
C00118,C02291,0.0996
C00315,C02291,0.0851
C01228,C02291,0.0833
C00417,C02291,0.1184
C00024,C02291,0.0924
C00364,C02291,0.0859
C00459,C02291,0.0867
C00103,C02291,0.0878
C00446,C02291,0.0878
C01094,C02291,0.0711
C00116,C02291,0.0706
C00093,C02291,0.0857
C00152,C02291,0.2685
C00135,C02291,0.1293
C00079,C02291,0.1541
C00123,C02291,0.298
C00263,C02291,0.3277
C00097,C02291,0.3765
C00493,C02291,0.1062
C00077,C02291,0.3263
C00092,C00033,0.0181
C05345,C00033,0.0173
C00354,C00033,0.0165
C00111,C00033,0.0885
C00029,C00033,0.009
C01159,C00033,0.0574
C00197,C00033,0.0903
